8.435560145019219136e-02,-1.865625809546858638e-02,1.553794322587873089e-02,-1.109391649435575999e-01,-6.044598408435430947e-02,2.775711209054815276e-02,-9.799797819450437042e-02,5.590754921580876058e-02,1.469103967779115394e-01,-3.775421183856211838e-02
3.430686367164426098e-03,9.066044112813928524e-02,2.532298862373716375e-03,-1.201055875289420843e-01,-7.199137318068095370e-02,5.779153350468918537e-02,6.698499347405101334e-02,-1.897821468002780509e-02,2.402837964791251779e-02,-5.756258675585933238e-02
8.789102013104263533e-02,-1.056990432673221569e-01,6.211816390054411552e-02,-8.246587160878848799e-02,-4.280643323351528140e-02,1.406626000045229918e-01,-1.134815619613724902e-01,8.958062027480109824e-02,-5.696396170514525514e-02,-8.223882345673667882e-02
-1.470116896638495874e-01,-7.848875498321095101e-02,2.179018910707197776e-02,-7.444923342372795905e-02,-5.799266949079798228e-02,8.414029265804121027e-02,-4.831550973313131214e-02,2.595323357948375875e-03,-1.435346412218099776e-02,1.160364828805803550e-01
9.959262192908485689e-02,-1.069687175661539202e-01,1.227798198918722272e-01,1.081318631052197443e-01,7.882121611939710282e-02,7.887670358312887098e-02,1.155609617252927601e-01,5.296920480517777752e-02,1.272865101726740888e-01,-1.443428281922615464e-01
8.578767307743015436e-02,8.711577175763937642e-02,-7.444456350566452940e-03,2.281866692217113246e-02,-3.629089326784372405e-02,1.083339590144677400e-02,-1.196073906514747570e-01,-1.288961607285283861e-01,1.349521287353719068e-01,-9.974093499410457975e-02
-8.227480388827020097e-02,3.829288738041702889e-02,-1.200744460518060053e-01,-1.339466490949314803e-01,6.894461002262652904e-02,5.067916987532461448e-02,-9.267445398434576154e-02,-1.188111236651467340e-01,-9.478128832101032075e-02,1.152362427526706645e-01
6.582693297567293600e-02,1.325763330480552449e-01,3.840376766120315311e-02,-1.407967839851249070e-01,-1.192323782866833159e-01,6.146633494396966380e-02,1.200830962010705771e-01,-1.105294894218956520e-01,-1.153169642923873028e-01,-3.701258983406258141e-03
8.328958481704265560e-02,4.266166761636941418e-02,-4.792714308405186807e-02,7.989411582421993008e-02,8.173279291587076667e-02,1.080729486772128711e-01,-4.309624684130052008e-02,-1.029834895697090136e-01,-1.184614268673261361e-01,-1.722421124188561192e-02
-5.434047275116561659e-02,-1.017532374851292665e-01,1.433105567630687249e-01,3.577000709692079727e-03,1.346904354703654383e-01,7.528574532201678937e-02,1.245416347513527422e-01,-1.117987633127284219e-01,7.690168505961048062e-05,1.260661264702944984e-01
6.432351009525205665e-02,1.360684735992348793e-01,-4.380435250608634423e-02,-3.026958581582131491e-02,-9.578663684824878510e-02,1.490568418845666099e-01,-7.487695602003331674e-02,9.892790555661032381e-02,2.874860893890912594e-03,-5.261919230949121951e-02
-2.658368459153967467e-02,-5.828863077921155045e-02,8.112124448437157964e-02,1.151662563873534495e-02,7.491784181221011751e-02,-6.158711910836263403e-02,6.438506935902221784e-02,-4.919403678262830593e-02,-6.918683633387434639e-03,-1.276151204406491546e-01
